name,info,tokens
,,(|let|job|ever|another|both|place|1|service|seriously|control|class|social|un|term|attention|quit|court|hobby|lobby|4.33|mine|merry|educate|super|period|border|effect|amendment|mark|]|[|card|x|con|ship|lover|remain|practice|travel|pro|plain|note|…|labor|space|tim|twice|cheat|dump|warm|cast|tea|era|inform|lesson|center|weather|core|traffic|breath|style|status|naked|app|approach|affair|stfu|deplorable|advantage|pc|vice|measure|fame|motel|advice|oath|partner|﻿|resist|potential|zoo|opener|ky|tank|zone|priority|craft|bait|correctness|certificate|net|theirs|operation|fashion|privacy|approval|tour|location|experiment|so-called|loyal|circumstance|asap|method|awareness|gene|stranger|deaf|desperately|anal|range|pleasure|disregard|panel|guest|permission|hip|subscriber|fi|task|conference|consideration|enlighten|calculator|plot|selection|atleast|sometime|polish|chamber|priceless|ownership|versus|bla|launch|courtesy|clone|alike|tot|exit|spare|entry|assassination|pardon|shield|fare|length|boarder|poach|quarantine|bargain|seeker|rug|cape|feather|grader|compliment|24/7|revolutionary|crow|gtfo|refuge|chapo|exposure|wisely|echo|verbal|140|altogether|thereof|promotion|coup|responder|participation|#fakenews|foremost|discourse|nipsey|custom|audacity|ñññ|def|semper|miserably|difficulty|partial|diplomacy|speach|guardian|abt|technique|scrutiny|censorship|operative|nap|confession|edition|barrier|clearance|copyright|toll|parental|wether|heed|usage|ot|disclosure|valhalla|esteem|residence|cod|hollow|breach|instal|scalia|diplomatic|probe|negotiation|centre|selfie|guise|bidder|retreat|affirmative|foe|aswell|compliance|360|pi|innocence|passive|hesitate|zip|shy|chromosome|uncover|notch|momentum|inquiry|arrival|sodom|caution|tp|arsenal|symbolism|cyber|engagement|exodus|whichever|infamous|suite|redo|brightest|illegitimate|loom|suppression|dow|politic|imagery|fierce|remedy|outcry|hitler's|preparation|paradigm|circuit|2x|schnatter|canine|orson|domain|pesky|burial|tweak|incoming|drastic|introduction|yada|cocktail|presently|critically|ammendment|tel|slacker|maid|inter|cv|sm|painkiller|adversity|premier|cull|captive|abridge|soc|tactical|bowel|wifi|casper|brace|tweeter|scrutinize|donalds|ambush|defiantly|tribulation|individually|maneuver|reset|detector|hussle|iheart|selfies|humiliation|farewell|circulation|giver|when's|precaution|conquest|looong|feeder|ore|conventional|diligence|iceberg|#election2016|california's|ofcourse|pretense|unmarried|boycot|c-section|remembrance|baiter|ether|dialog|sphere|definetly|comma|eco|stealth|demolition|neutrality|iran's|suspension
,,president|donald|candidate|leader|administration|governor|barack|presidency|potus|pres|nominee|vp|commander|prez|admin|barrack|versa|barak|45th|flotus|canidate|commander-in-chief|vice-president
,,look|end|least|laugh|age|moment|concert|risk|speed|loss|rally|direct|inauguration|expense|convention|finest|funeral|arrive|stake|straw|pm|aim|height|odds|airport|poke|ease|helm|pace|lest|peak|midnight|entrance|disadvantage|marvel|forefront|conception|trough|jab|glance|foam|prospect|disposal|recess|hurl|glare|discretion|1600|noon|whim|dmv|peril|inn|excel
,,life|own|family|self|dream|favorite|enemy|fellow|ancestor|neighbor|lifetime|relative|ally|youth|childhood|grandchild|heritage|savior|children's|family's|beloved|homeland|idol|favourite|fav|life's|spouse|forefather|fate|client|elder|peer|destiny|demise|livelihood|descendant|sens|offspring|hometown|deepest|friendship|neighbour|fave|kin|countryman|upbringing|respective|childrens|plight|condolence|ringtone|homies|oppressor|favs|well-being|parent's|overlord|companion
,,give|pay|buy|send|spend|cut|raise|fee|add|return|receive|earn|afford|gain|donate|produce|reduce|owe|contribute|payer|print|collect|borrow|invest|expand|dodge|sponsor|transfer|raid|generate|inflate|subsidize|distribute|boost|lend|repay|acquire|default|privatize|redistribution|slash|compensate|evade|redistribute|devalue|levy|funnel|accumulate|reimburse|launder|lessen|squander|recieve|evasion|redirect|earmark|hoard|offset|subtract|incur|deduct|recieved
,,pick|keep|stand|open|suck|sign|straight|feed|catch|rise|clean|team|pop|jack|mix|wind|round|pack|chop|wash|dry|prop|match|lap|gather|gin|hook|split|wrap|pump|swallow|hype|beam|runner|gear|drum|stack|gig|sew|stair|puff|plow|bark|ladder|scotty|thump|pony|swell|skirt|sober|surf|sprout|snatch|strait|mop|roar|brew|shack|harden|creek|crank|cozy|lube|saddle|muster
,,'|em|lil|freakin|sayin|ole|ol|friggin|pickin|goin|delight|birthers|frickin|gon|murica|doin|lookin|gettin|merica|nothin|lyin|lovin|tryin|flippin|livin|makin|thang|effin|smokin|takin|comin|somethin
,,great|amaze|awesome|brilliant|excellent|fantastic|incredible|epic|outstanding|awsome|terrific|exceptional
,,stop|cause|huge|complete|total|spread|promote|mass|global|pure|expose|massive|reverse|utter|monger|latest|ultimate|constant|historical|perpetuate|solely|tremendous|rampant|cruelty|sole|escalate|historic|largely|primarily|fraudulent|gravity|exploitation|media's|widespread|peddle|deliberate|rapid|continuous|stagger|unfold|propagate|instigate|perpetual|leverage|prevention|facilitate|abound|veil|societal|predatory|denier|non-existent|subversive|proxy|contemporary|relentless|dispel|personify|administration's|monumental|inflame|nefarious|disproportionate|colossal|devious
,,very|absolutely|truly|totally|completely|quite|sometimes|beyond|extremely|mostly|indeed|politically|somehow|highly|mentally|perfectly|incredibly|equally|entirely|deeply|physically|greatly|frankly|utterly|fairly|overall|particularly|somewhat|morally|slightly|terribly|genuinely|overly|imo|socially|ridiculously|economically|horribly|relatively|emotionally|severely|truely|downright|intellectually|amazingly|sorely|partially|unbelievably|seemingly|inherently|nonetheless|insanely|partly|increasingly|statistically|grossly|positively|albeit|surprisingly|painfully|vastly|spiritually|profoundly|dangerously|tremendously|immensely|borderline|wholly|wildly|hugely|pathetically|totaly|unbalance|mildly|culturally|mathematically
,,woman|guy|lady|sarah|megyn|perez|queen|reporter|witch|carrie|chick|moderator|hilton|rosie|melania|dancer|men's|blonde|slut|guy's|gal|pageant|hers|weiner|bimbo|prejean|tramp|glozell|interviewer|joker|skank|hag|contestant|sicko|swoozie|bloke|dyke|toon|tranny|stripper|lady's|chic|kelly's|milf|quitter|perv
,,show|change|learn|prove|consider|explain|accept|exist|handle|present|apply|address|solve|affect|avoid|possibly|relate|express|recognize|justify|prof|describe|accomplish|define|occur|determine|confirm|reveal|acknowledge|react|identify|demonstrate|achieve|function|discus|discuss|tolerate|dictate|grasp|dismiss|indicate|alter|deem|resolve|reproduce|comprehend|observe|translate|examine|perceive|misunderstand|highlight|pronounce|interpret|rethink|dispute|overlook|calculate|attribute|refute|adapt|depict|resemble|constitute|explore|validate|exhibit|negate|generalize|analyze|construct|illustrate|procreate|reinforce|outline|conceive|recognise|enhance|convey|assert|evaluate|fathom|concede|digest|minimize|specify|detect|affirm|discern|emphasize|detrimental|withstand|solidify|symbolize|emulate|critique|contemplate|attest|imitate|penetrate|infer|invalidate|mimic|categorize|reevaluate
,,care|talk|speak|worry|cry|concern|complain|mad|upset|argue|warn|whine|sensitive|scream|rant|preach|yell|brag|spout|passionate|butthurt|chat|fuss|ramble|banter|lecture|careless|moan|babble|talkin|boast|gripe|rave|bicker|ob|hoot|picky|speculate|holler|overreact|blather|fantasize|enthusiastic
,,stupid|dumb|crazy|ignorant|retard|silly|uneducated|idiotic|brainwash|delusional|foolish|clueless|gullible|naive|moronic|uninformed|immature|misinform|misguide|paranoid|illiterate|brainless|insecure|delude|derange|dense|stubborn|judgmental|willfully|oblivious|unintelligent
,,call|support|blame|defend|represent|boycott|oppose|anti|encourage|celebrate|endorse|bash|unlike|accuse|criticize|reject|condemn|invite|mock|portray|betray|enable|proclaim|denounce|demonize|alienate|glorify|patronize|crucify|shun|denigrate|disavow|diss|criticise|idolize|defame
,,most|first|best|worst|biggest|greatest|main|highest|largest|lowest|richest|closest|strongest|hardest|wealthiest|poorest|longest|smallest|easiest|weakest|hottest|fastest|sexiest|fattest|simplest|happiest
,,video|post|comment|story|speech|picture|message|ad|photo|interview|article|response|event|info|pic|conversation|image|meme|clip|topic|reaction|vid|detail|discussion|content|perspective|incident|episode|trend|thread|footage|complaint|commentary|forum|allegation|segment|testimony|vids|hashtag|monologue|photograph|obamasnippetsdotcom|presentation|youtubers|caption|feedback|summary|video's|rebuttal
,,s|’|t|m|”|don|re|`|´|ve|‘|ll|doesn|didn|isn|haven|wasn|wouldn|aren|couldn|shouldn|ain
,,help|lose|become|save|create|destroy|lead|fail|fix|ruin|survive|damage|loose|improve|defeat|doom|bankrupt|heal|collapse|crash|crush|restore|succeed|overcome|endure|prevail|ultimately|wreck|inherit|devastate|conquer|rebuild|weaken|dismantle|strengthen|crumble|prosper|cripple|downfall|diminish|transform|implode|stimulate|disastrous|haunt|revive|surpass|erode|regain|shatter|demolish|flourish|destabilize|devour|decimate|envision|reclaim|stabilize|gutted|obliterate|accelerate|inevitably|overtake|worsen|deplete|falter
,,kid|little|baby|girl|dog|boy|cat|pet|precious|puppy|rabbit|child's|kitty|pup|mommy|fur|toddler|sweetheart|mailman|baby's|newborn|fella|doggy|cat's|kitten|kid's|postman|furry|girl's|boy's|dog's|doggie
,,wow|smh|ugh|duh|geez|rofl|c'mon|jeez|smdh|ffs|sheesh|cmon|geeze|geesh
,,again|point|issue|question|sense|choice|statement|claim|difference|decision|situation|mistake|argument|fun|apology|logic|theory|remark|progress|conclusion|judgement|comparison|connection|error|explanation|accusation|judgment|noise|suggestion|assumption|impression|fallacy|sentiment|premise|observation|gesture|comeback|announcement|analogy|correlation|dialogue|mockery|assertion|prediction|recommendation|calculation|sence|similarity|generalization|distinction|dent|rationale|arguement|blunder|misconception|mdma|spectacle|dilemma|gaffe|denominator
,,watch|read|share|follow|listen|write|mail|cancel|block|delete|troll|tweet|dislike|bother|repeat|respond|endorsement|reply|copy|subscribe|request|tag|rt|sub|pls|update|paste|retweets|rts|upload|bot|dm|censor|spam|download|clarify|≠|retweet|mute|repost|replay|reconsider|@genflynn|circulate|vent|#qanon|rt's|unfollow|recite|retract|memorize|followback|@scaramucci|spamming|inbox|acct|uninstalled|reposting|publicize|fax|unsubscribe|reiterate|@seanhannity|username|retweeting|gofundme
,,idiot|asshole|embarrassment|imbecile|abomination|outsider|asshat|a-hole|uproar|opportunist|asswipe|ignoramus|imposter|arsehole|oxymoron|airhead|enabler|understatement|egomaniac|athiest
,,sure|sorry|sick|proud|happy|glad|tire|afraid|scar|ashamed|lucky|confuse|hop|excite|aware|thankful|grateful|curious|jealous|nervous|confident|thrill|unhappy|fond|hopeful|relieve|supportive|fearful|skeptical|tempt|heartbroken|eager|allergic|suprised|sympathetic|horny|unsure|flatter|anxious|dissapointed
,,find|check|sell|throw|kick|pull|beat|figure|drop|carry|piss|freak|touch|rip|hang|lay|scare|loud|pour|flip|flat|knock|wipe|slap|punch|bail|chill|chase|shout|bust|snap|tap|creep|spit|toss|choke|blur|smash|weigh|stomp|whip|shovel|smack|drown|dish|chew|shell|headlight|spill|pan|rub|limb|carve|tick|cuss|opt|haul|escort|squeeze|yank|phase|straighten|lash|curiosity|comming|swap|bandit|rattle|bleep|bugger|woodwork|pluck
,,$|%|million|billion|+|trillion|percent|cent|mile|buck|pound|cone|mill|mil|hr|th|1/2|sec|meter|lb|ar|gallon|8:|acre|quarter|inch|ft|fold|year-old|roughly|mph|approximately|años|quadrillion|cal|1/3|euro|keating|pt|⃣|wheeler|str|mag|proposition|gta|ano|pg|km|usd|approx|usc|rd|ithom|cm|gauge|bil
,,shit|crap|stuff|bullshit|trash|bull|nonsense|garbage|insanity|junk|madness|filth|rubbish|craziness|foolishness|bollock|shite|drivel|ridiculousness|horseshit|baloney|lunacy|bullcrap|absurdity|silliness|manure|dribble|hogwash|charade|excrement|dung|sht|shyt
,,kill|die|dead|suffer|starve|adopt|rob|surround|breed|invade|abandon|slaughter|enslave|exploit|oppress|occupy|infect|persecute|convert|endanger|flee|abort|reside|infiltrate|inferior|exterminate|liberate|indoctrinate|immigrate|marginalize|multiply|roam|segregate|terrorize|cultivate|migrate|cleanse|outnumber|assimilate|disenfranchise|desecrate|infest|displace|torment|emigrate|powerless|coerce|abduct|overrun|annihilate|lure|plunder|coddle
,,word|book|bible|language|quote|sentence|letter|title|reference|phrase|text|verse|description|prophet|testament|gospel|quran|teleprompter|scripture|dictionary|revelation|commandment|koran|instruction|paragraph|transcript|passage|translation|prophecy|hebrew|qur'an|sermon|poem|punctuation|biography|prophesy
,,grow|shut|wake|set|cover|mess|screw|blow|lock|thumb|dig|crack|stir|shove|sum|lift|hurry|eff|brush|lighten|chin|rack|rile|buttercup|buckle|hush|alley|scoop|soak|muck|fedex|chalk|curl|tighten|ramp
,,problem|movement|threat|disaster|crisis|destruction|revolution|flood|division|tragedy|depression|conflict|drama|recession|cycle|chaos|hunger|controversy|recovery|panic|epidemic|misery|extinction|confusion|plague|hardship|tension|inevitable|backlash|crusade|stability|unrest|fiasco|confrontation|meltdown|turmoil|obstacle|breakdown|lawlessness|decay|havoc|homelessness|catastrophe|downward|stigma|culprit|devastation|strife|outbreak|drought
,,de|que|la|y|se|el|en|los|lo|para|por|q|mi|como|una|su|este|del|pero|esta|soy|ver|más|cuando|hace|mucho|hola|parece|tengo|saber|vivir|alguien|estoy|gusta|hubiera|trabajar|voy|encanta|gusto|decir|interesa|dio|usted|gustaría|casi|enfants|dijo|aunque
,,liberal|snowflake|hater|leftist|libs|commie|libtards|libtard|lefty|sheeple|mindless|lib|hippy|salty|sjw|lemming|trumpsters|teabaggers|trumpers|sjws|cucks|braindead|trumptards|liberal's|right-winger|tards
,,house|home|field|room|front|area|bathroom|door|town|bed|camp|seat|window|bar|closet|corner|hood|restroom|neighborhood|yard|garden|circle|kitchen|sand|trap|pool|chair|trailer|row|cave|desk|shower|swim|ditch|cage|basement|patch|pond|stall|bedroom|apartment|drawer|gutter|backyard|mansion|stadium|gitmo|trunk|dumpster|pantry|freezer|vacuum|nearby|tent|sewer|crate|hut|nearest|garage|fridge|barn|bunker|wheelchair|oven|cabin|handcuff|urinal|driveway|lodge|pasture|washroom|vault|backpack
,,news|medium|fox|tv|cnn|radio|network|abc|station|host|mainstream|stream|msnbc|msm|nbc|television|cable|broadcast|outlet|headline|cbs|faux|commentator|breitbart|bbc|pundit|yahoo|pb|hbo|bloomberg|drudge|foxnews|tabloid|fm|npr|infowars|nightly|c-span|medias|presenter
,,wear|hat|shirt|dress|suit|shoe|jean|t-shirt|pin|badge|mask|makeup|wig|tee|outfit|helmet|jacket|costume|bra|ware|jewelry|robe|hoodie|nike|earring|drape|sweater|make-up|tshirt|denim|sag|apparel
,,2|two|4|3|few|couple|three|four|five|ten|six|eight|seven|nine|twenty|thirty
,,citizen|illegal|legal|alien|immigrant|non|illegals|refugee|canadian|citizenship|legally|illegally|resident|latino|african-american|foreigner|visa|eligible|texan|non-citizens|permanent|undocumented|migrant|dreamer|naturalize|rican|latina|indonesian|dual|invader|aa|lawful|ricans|non-citizen|pakistani|noncitizen|applicant|law-abiding
,,food|coffee|meat|meal|burger|pizza|lunch|papa|snack|cherry|beer|tart|dinner|breakfast|caesar|john's|whopper|diet|whataburger|donut|mcdonald's|steak|taco|hamburger|menu|latte|caesar's|wendy's|sip|calorie|reusable|leftover|cheeseburger|dunkin|coupon|ceasars|supper
,,school|college|teacher|student|grade|university|degree|attend|graduate|ed|professor|grad|gym|elementary|harvard|junior|library|academy|phd|classroom|columbia|kindergarten|exam|ivy|campus|charter|graduation|psych|stanford|diploma|bachelor|highschool|librarian|enrol|tutor|daycare|cafeteria|yale|collage|freshman
,,part|kind|instead|rest|course|example|majority|type|rid|none|form|remind|result|lack|amount|regardless|sort|opposite|beauty|definition|version|concept|outcome|symbol|creation|worthy|capable|violation|sudden|possibility|origin|aspect|portion|reminder|irony|lesser|declaration|structure|importance|reflection|notion|representation|element|equivalent|pattern|proportion|interpretation|beware|depth|virtue|incapable|combination|variety|consist|unaware|signer|spectrum|epitome|invention|demonstration|2/3|implication|misuse|distribution|beholder|compose|phenomenon|component|scope|dispose|absence|advancement|realm|dynamic|proponent|superiority|betrayal|continuation|caliber|significance|symbolic|duration|disapprove|magnitude|mixture|comprise|betterment|sanctity|variation|implementation|condemnation|grievance|hierarchy|unworthy|reek|pillar|legitimacy|likelihood|enslavement|fittest|degradation|ramification|indicative|detriment|occupant|remnant|complexity|coarse|elimination|rejection
,,war|bomb|nuclear|9/11|benghazi|hurricane|paris|911|invasion|sandy|harvey|wwii|iraqi|katrina|apocalypse|prisoner|ww3|missile|ww2|holocaust|bomber|concentration|fema|sniper|harbor|embassy|shortly|earthquake|9-11|pearl|surge|wmd|irma|afghan|apartheid|flashback|bosnia|auschwitz|ww|famine|wtc|armageddon|aftermath|wwiii|rapture|aleppo|wwi|deployment|mysteriously|hijacker
,,as|mind|heart|eye|brain|mouth|body|soul|butt|pocket|ear|ass|weight|penis|lip|gut|stomach|ego|panty|vagina|nerve|teeth|belly|wallet|boob|testicle|skull|muscle|spine|anus|arse|genitals|vein|mailbox|tummy|marble|groin|intestine|knot|pocketbook|uterus|butthole
,,police|city|chicago|dc|va|hall|st|san|shooter|dallas|vega|louis|london|boston|ferguson|bay|memorial|tucson|mosque|diego|francisco|capitol|fort|angeles|orlando|massacre|md|mall|pd|baltimore|berkeley|ct|philadelphia|museum|sf|avenue|milwaukee|liverpool|ave|downtown|moscow|fran|metro|baton|gunman|manhattan|marathon|aurora|waco|calgary|keene|detective|compton|rouge|salem|richmond|lakewood
,,hand|face|head|foot|finger|leg|shake|nail|pant|nose|knee|boot|neck|shoulder|grave|tail|tongue|toe|bare|rear|graf|chest|heel|lawn|fist|mug|strap|forehead|waist|eyebrow|jaw|paw|sleeve|wrist|smirk|rib|drip|crotch|ankle|bruise|claw|backside|stub|nipple|thigh|elbow|brow|slit
,,history|office|interest|past|politics|case|order|private|reality|washington|involve|general|trouble|favor|regard|background|direction|danger|shape|manner|context|advance|believer|engage|tune|mirror|participate|wh|addition|whitehouse|denial|reign|spite|category|awe|disguise|moderation|arena|equation|contrast|mode|involvement|dire|interference|womb|favour|spotlight|heartbeat|custody|midst|habitat|vain|essence|meantime|workplace|distress|instill|submission|manifest|entirety|complicit|disbelief|incorporate|coma|usher|jeopardy|seriousness|captivity|meddle|nutshell|integrate|attendance|agony|rein|embed|mire|footstep|indulge|bondage|partake|wallow|shamble
,,name|supporter|agenda|career|follower|buddy|master|staff|legacy|opponent|crony|cabinet|crew|advisor|constituent|bid|reputation|pal|messiah|mentor|minion|critic|comrade|czar|aide|candidacy|adviser|ilk|disciple|boss|motto|colleague|liken|handler|clan|antic|refusal|accuser|rival|tenure|shenanigan|mantra|competitor|backer|predecessor|cohort|nickname|surrogate|appointee|counterpart|adversary|transgression|mistress|indiscretion|successor|constituency
,,i've|let's|you've|we've|ill|they've|ive|that'll|iv|youll|youve|lemme|youd
,,clothe|sheet|towel|underwear|polyester|cloth|sock|diaper|blanket|bath|pillow|furniture|tampon|wool|linen|curtain|q-tips|silk|leather|wardrobe|undies|garment|swab|tshirts|quilt|qtips|mattress|nylon|bandage|comfy
,,o|e|b|n|r|c|d|p|w|j|l|k|g|h|­|̲|ph|ow|nt|̶|reilly|⃟|nk|cr|wt
,,gun|arm|weapon|id|license|permit|bullet|rifle|firearm|carrier|knife|conceal|automatic|registration|ammo|semi|passport|condom|shotgun|ammunition|pistol|handgun|bb|paperwork|driver's|identification|licence|ccw|grenade|p38|glock|bodyguard
,,business|company|product|market|farmer|owner|employee|corporation|industry|trade|crop|stock|brand|ceo|employer|commodity|auto|import|overseas|consumer|finance|manufacture|producer|sector|advertise|pr|competition|investment|estate|headquarter|currency|monsanto|investor|outsource|export|jeep|pharmaceutical|enterprise|inc|contractor|manufacturer|insider|gamble|privately|grower|venture|company's|textile|pharma|uranium|shareholder|insurer|buyer|hq|fiat|exec|seller|tourism|biz|ceo's|advertiser|buisness|supplier|pharmacy|internationally|derivative
,,❤|♥|☺|‼|❄|✝|☹|⭐|❗|🏳|❣|☠|✈|⚡|☮|☕|⚖|☀|➡|✡|⚓|⚽|✔|⚾|⚠|☁|⛪|⬇|⚔
,,mother|friend|parent|mom|wife|father|brother|husband|son|dad|daughter|grandparent|grandmother|sister|uncle|daddy|grandfather|grandma|aunt|sibling|mama|cousin|boyfriend|grandpa|momma|girlfriend|mum|grandkids|granny|granddaughter|grandson|nephew|hubby|niece|mother-in-law|classmate|bf|gf|granddaddy|mamma
,,john|dr|ben|king|david|mike|stephen|steven|steve|patrick|jesse|martin|joshua|snowden|franklin|peter|joseph|jacob|clarke|alexander|prince|cameron|joel|shapiro|benjamin|trevor|samuel|miranda|simon|swayze|noah|luther|duke|wolfe|phil|margaret|pete|arthur|isaac|shaun|brent|hansen|ingrid|lin|noel|nigel|hulk|weinstein|bannon|farage|affleck|nash|rodney|hogan|churchill|gandhi|lin-manuel|sterling|winston|monckton|solomon|letterman|mota|king's|monk|sami|revere|sourcefed|emanuel|elijah|becker|moore's|osteen|narrate|sage|stephan|netanyahu
,,yeah|hey|um|yea|hmmm|hello|nope|huh|yep|uh|ummm|hmm|eh|yup|gee|umm|nah|oops|uhhh|uhh|nevermind|uhm|hummm
,,race|opinion|view|action|belief|behavior|attitude|gender|orientation|ideology|lifestyle|personality|identity|nationality|sexuality|profession|mindset|appearance|perversion|behaviour|habit|conscious|preference|perception|affiliation|ethnicity|viewpoint|trait|deviant|tendency|instinct|creed|motif|frustration|attraction|characteristic|posture|insecurity|phobia|immorality|intercourse|anatomy|fetish|sensibility|inexperience
,,side|line|wall|cup|rock|top|list|phone|street|road|grind|paper|hill|bottom|table|track|board|spot|stage|floor|toilet|wheel|dirt|shelf|pressure|roof|cap|mount|mt|pat|fence|counter|map|plate|edge|trail|sticker|trampoline|logo|rope|shore|wagon|log|couch|clock|pier|glove|bandwagon|rail|vine|laptop|aisle|throne|lego|chart|curb|banner|porch|deck|podium|bumper|gab|tab|isle|blinder|brink|dole|playground|lid|horizon|billboard|grid|bench|rocker|cuff|sidewalk|radar|stave|battlefield|ebay|sideline|mantle|pedestal|tack|ballet|auction|titanic|soapbox|noose
,,officer|member|flag|hero|soldier|honor|troop|duty|sacrifice|uniform|proudly|seal|servant|warrior|fighter|ceremony|allegiance|widow|policeman|pow|defender|ambassador|treasure|alongside|tribute|decease|honour|medal|grieve|keeper|protector|serviceman|lieutenant|valor|dishonor|hero's|patron|solder|solider
,,shoot|death|murder|abuse|rap|innocent|assault|rape|suicide|civilian|torture|sexually|molest|capture|unarm|injure|unborn|behead|neglect|kidnap|wound|allegedly|undercover|defenseless|brutally|casualty|violently|unjustly|maim|pillage|unjustified|viciously
,,ridiculous|hilarious|insane|unbelievable|irrelevant|absurd|outrageous|unfair|unacceptable|unreal|rediculous|laughable|ludicrous|asinine|hysterical|unconscionable
,,song|performance|edit|commercial|comedy|cgi|photoshop|satire|publicity|script|audio|journalism|graphic|lyric|parody|snl|intro|advertisement|animation|skit|spoof|3d|visual|vibe|gillette|cg|thumbnail|remix|format|adobe|animate|splice|vintage|hd|satirical|masterpiece|comedic|advert|caller|soundtrack|sketch|narrator|clickbait|autotune|projector|fx|montage|announcer|choreography|glitch|cb
,,military|veteran|vet|retire|army|guard|vietnam|marine|navy|active|enlist|corp|combat|leo|firefighter|rn|pilot|unit|personnel|royal|nam|usaf|usmc|sailor|fireman|ret|viet|naval|discharge|deploy|recruiter|usn|paramedic|diplomat|infantry|sgt|ukrainian|ff
,,freedom|value|peace|justice|safety|liberty|humanity|equality|protection|pride|tolerance|preserve|independence|happiness|comfort|expression|survival|separation|resistance|morality|collective|unity|diversity|greatness|equity|prosperity|mutual|acceptance|solidarity|pursuit|sanity|fairness|transparency|cooperation|sovereignty|harmony|consciousness|beacon|positivity|preservation|simplicity|inclusion|underdog|unconditional|empowerment|purity
,,animal|frog|pig|wild|giant|horse|cow|bison|monster|deer|fish|creature|ant|egg|wolf|bird|bug|snake|herd|lion|flesh|spider|bee|insect|cattle|goat|dinosaur|buffalo|elephant|ape|tiger|worm|shark|hog|sperm|mouse|bunny|unicorn|whale|mushroom|turtle|beetle|camel|moose|cub|mummy|squirrel|nest|feces|grizzly|elk|organism|spore|fever|catcher|dolphin|crab|penguin|mammal|corpse|hippo|critter|orangutan|flea|breeder
,,conservative|progressive|libertarian|moderate|pro-life|constitutionalist|lifelong|humanist|pro-choice|fiscally|millennial|grassroots|prolife|realist|staunch|centrist|pro-israel|unapologetic|skeptic|populist|pragmatic|anti-war
,,ok|pandora|okay|hi|yours|daniell|rider|comcast|spell|wolfie|graham|jill|#blacklivesmatter|danielle|careful|#alllivesmatter|idk|gary|legit|vegan|stein|spotify|vegetarian|berliner|alllivesmatter|sarcastic|reich|m's|juggalo|garysher|bern|halcomb|doughnut|eleanor|albert|meh|dunno|heh|9gag|nuff|@2010gop|ditto|einstein|welp|jjgreek|typo|timmy|undecided|webster|peta|mick|ish|jest|wholeheartedly|ebonyman|hun|kasowitz|nay|;p|subtitle|graham's|777|@rar9518|mam|err|romanian|wishful|firstly|trumpster|fool's|translator|hon|byrne|unsubscribing|ryder|wolfieraps|msg|@lewfrost2|:\|@mutedvox|covfefe|ebony|gaia|clarification|slayer|harambe|pewdiepie|vsauce|y'know|gehennos|shhh|dinesh|alias|aaand|dur|2010gop|grahamas|livesosa|gump|sry|prayforthegaycure|terminator|amish|1966|dumbfuckistan|obdaddy|@phoenixbornagain|luc|assinine|caveman|ref|waterboarding|idgaf|smarta
,,ball|drone|press|camera|dance|smile|trigger|crowd|button|screen|tape|audience|profile|🔥|sight|wave|ring|flash|lemon|tip|random|bat|tyson|frame|clap|string|bang|square|signal|roast|mic|flame|nude|puberty|applause|hammer|mud|angle|op|pitch|squad|motion|batter|cam|spear|sword|curve|defensive|accidentally|blunt|blink|sync|zoom|coffin|visible|keyboard|pitcher|fumble|microphone|laser|whisper|unload|randomly|whistle|giggle|nod|buzz|slot|torch|cord|scan|sting|32nd|cue|muzzle|flick|blaze|bolt|masturbate|nip|rhyme|cameraman|lens|dynamite|reload|firework|snicker|chorus|pulse|softball|portrait|hoop|dial|pivot|crosshairs|glee|fog|lite|interruption|gunfire|gunshot|twitch|snip|dunk|shuffle|casually|lever|thermometer
,,christmas|holiday|season|winter|birthday|blend|bell|wed|santa|halloween|pumpkin|xmas|eve|celebration|thanksgiving|ornament|calendar|hanukkah|easter|snowman|reindeer|advent|herb|claus|anniversary|picnic|seasonal|mayo|feast|kwanzaa|champagne
,,religion|slavery|islam|religious|christianity|socialism|principle|capitalism|communism|traditional|evolution|liberalism|dogma|spiritual|tradition|philosophy|cultural|fascism|fundamental|biblical|conservatism|doctrine|trumpism|radicalism|anarchy|marxism|extremism|judaism|rebellion|republicanism|governance|blasphemy|nationalism|enlightenment|transformation|corporatism|atheism|zionism|catholicism|eugenics|tenet|unholy|judeo-christian
,,experience|voice|position|character|effort|leadership|knowledge|purpose|ability|skill|role|goal|desire|success|talent|stance|platform|intention|mission|ideal|vision|opposition|strategy|capacity|intent|conscience|presence|accomplishment|loyalty|confidence|insight|principal|obligation|imagination|popularity|weakness|qualification|achievement|motivation|expectation|inability|willingness|vocabulary|input|motive|credential|capability|demeanor|endeavor|assessment|disdain|quest|ambition|expertise|satisfaction|temperament|charisma|enthusiasm|aspiration|excellence|shortcoming|stature
,,gonna|da|wanna|gotta|yo|cuz|bro|bout|dat|plz|dis|outta|wat|bruh|wit|fam|tf|tha|nd|fo|jus|dum|tht|rite|prob|coz|thay|prolly|ima|gunna|aye|wil|yu|must've|wen|imma|whit|fr|dnt|wut|homie|dey|gona|kno|woulda|shoulda|ther|idc|tryna|hav|urself|amd|cha|git|wht|hv|tru|hem|outa|wana|thst|how'd|fer|m8|wot|bcuz|becuz|becouse|wouldve|wud
